feedback_id,created_at,game_ref,player_appellation,version,event_name,channel,text,image_hint,text_emotion,text_emotion_cn,text_confidence,image_emotion,image_emotion_cn,image_confidence,fused_emotion,fused_emotion_cn,fused_confidence,intent,risk_level,need_reply,recommended_action,tags,trace
FB0001,2026-04-10 02:43:00,原神,旅行者,5.7,海灯节复刻,TapTap,移动端画面特效一多就掉帧，尤其是新地图传送点附近。,崩溃报错截图,sadness,失落,0.79,sadness,失落,0.4,sadness,失落,0.65,BUG反馈,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=失落(0.79); 图像线索=崩溃报错截图/失落(0.4); 融合结果=失落(0.65); 意图=BUG反馈; 风险=高
FB0191,2026-05-07 21:12:00,原神,旅行者,6.0,角色祈愿,B站评论,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,角色立绘截图,disgust,反感,0.93,disgust,反感,0.88,disgust,反感,0.91,剧情评价,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,内容反馈；需人工复核,文本情绪=反感(0.93); 图像线索=角色立绘截图/反感(0.88); 融合结果=反感(0.91); 意图=剧情评价; 风险=严重
FB0192,2026-04-05 19:25:00,原神,旅行者,5.8,月之歌版本,TapTap,邮件有效期太短，错过上线就领不到，有点难受。,剧情CG截图,surprise,惊讶,0.86,surprise,惊讶,0.4,surprise,惊讶,0.7,福利补偿,低,是,记录样本；进入日报统计,商业化/补偿,文本情绪=惊讶(0.86); 图像线索=剧情CG截图/惊讶(0.4); 融合结果=惊讶(0.7); 意图=福利补偿; 风险=低
FB0193,2026-05-15 16:43:00,原神,旅行者,5.7,月之歌版本,NGA论坛,联机活动匹配体验一般，队友掉线后没有补偿机制。,公告截图,sadness,失落,0.58,trust,信任,0.75,trust,信任,0.64,活动体验,低,否,记录样本；进入日报统计,可正向传播,文本情绪=失落(0.58); 图像线索=公告截图/信任(0.75); 融合结果=信任(0.64); 意图=活动体验; 风险=低
FB0194,2026-04-28 02:23:00,原神,旅行者,5.6,月之歌版本,微博超话,联机活动匹配体验一般，队友掉线后没有补偿机制。,战斗掉帧截图,trust,信任,0.63,sadness,失落,0.39,trust,信任,0.55,活动体验,低,是,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.63); 图像线索=战斗掉帧截图/失落(0.39); 融合结果=信任(0.55); 意图=活动体验; 风险=低
FB0195,2026-05-09 03:55:00,鸣潮,漂泊者,3.0,共鸣者唤取,客服工单,账号异常登录提醒不够明显，希望能增加二次确认。,战斗掉帧截图,anger,愤怒,0.92,trust,信任,0.55,anger,愤怒,0.79,客服求助,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=愤怒(0.92); 图像线索=战斗掉帧截图/信任(0.55); 融合结果=愤怒(0.79); 意图=客服求助; 风险=高
FB0196,2026-04-22 13:35:00,星穹铁道,开拓者,3.3,跃迁卡池,微博超话,这次事故影响挺大，只给常规补偿感觉不太够。,角色立绘截图,surprise,惊讶,0.85,joy,喜悦,0.83,joy,喜悦,0.84,福利补偿,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿；可正向传播,文本情绪=惊讶(0.85); 图像线索=角色立绘截图/喜悦(0.83); 融合结果=喜悦(0.84); 意图=福利补偿; 风险=中
FB0197,2026-04-21 19:31:00,鸣潮,漂泊者,3.2,海蚀遗迹活动,B站评论,角色调整没有提前沟通，老玩家会觉得被背刺。,抽卡截图,anger,愤怒,0.67,anger,愤怒,0.91,anger,愤怒,0.75,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.67); 图像线索=抽卡截图/愤怒(0.91); 融合结果=愤怒(0.75); 意图=舆情投诉; 风险=严重
FB0198,2026-04-16 02:48:00,明日方舟,博士,2.7,SideStory活动,游戏内问卷,这次事故影响挺大，只给常规补偿感觉不太够。,抽卡截图,sadness,失落,0.96,sadness,失落,0.39,sadness,失落,0.76,福利补偿,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿,文本情绪=失落(0.96); 图像线索=抽卡截图/失落(0.39); 融合结果=失落(0.76); 意图=福利补偿; 风险=中
FB0199,2026-05-14 03:49:00,明日方舟,博士,2.7,危机合约轮换,小红书,活动小游戏挺有创意，但每日任务重复度太高。,抽卡截图,sadness,失落,0.85,sadness,失落,0.51,sadness,失落,0.73,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.85); 图像线索=抽卡截图/失落(0.51); 融合结果=失落(0.73); 意图=活动体验; 风险=中
FB0200,2026-04-07 00:19:00,明日方舟,博士,2.6,限定寻访,客服工单,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,剧情CG截图,neutral,中性,0.86,neutral,中性,0.4,neutral,中性,0.7,剧情评价,低,否,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.86); 图像线索=剧情CG截图/中性(0.4); 融合结果=中性(0.7); 意图=剧情评价; 风险=低
FB0201,2026-04-02 10:45:00,原神,旅行者,5.7,幻想境活动,微博超话,提交工单三天还没回复，活动都快结束了。,活动奖励截图,anger,愤怒,0.58,surprise,惊讶,0.45,anger,愤怒,0.53,客服求助,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=愤怒(0.58); 图像线索=活动奖励截图/惊讶(0.45); 融合结果=愤怒(0.53); 意图=客服求助; 风险=高
FB0202,2026-04-24 14:33:00,鸣潮,漂泊者,3.2,潮汐回响版本,客服工单,新角色人设太戳我了，战斗动作和待机语音都很有记忆点。,抽卡截图,joy,喜悦,0.85,joy,喜悦,0.64,joy,喜悦,0.78,角色厨力,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.85); 图像线索=抽卡截图/喜悦(0.64); 融合结果=喜悦(0.78); 意图=角色厨力; 风险=低
FB0203,2026-04-10 03:57:00,星穹铁道,开拓者,3.2,同行任务,小红书,新活动氛围很好，截图随便拍都能当壁纸。,剧情CG截图,trust,信任,0.85,joy,喜悦,0.38,trust,信任,0.69,正向安利,低,是,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.85); 图像线索=剧情CG截图/喜悦(0.38); 融合结果=信任(0.69); 意图=正向安利; 风险=低
FB0204,2026-04-16 15:59:00,鸣潮,漂泊者,3.3,声骸双倍,TapTap,任务指引把我带到空气墙后面了，找了半小时都没触发。,崩溃报错截图,neutral,中性,0.59,neutral,中性,0.49,neutral,中性,0.55,BUG反馈,中,是,生成角色化安抚回复；归入版本反馈池,体验问题,文本情绪=中性(0.59); 图像线索=崩溃报错截图/中性(0.49); 融合结果=中性(0.55); 意图=BUG反馈; 风险=中
FB0205,2026-04-20 10:51:00,明日方舟,博士,2.4,危机合约轮换,TapTap,新角色的个人故事很细腻，配音和BGM加分，真的有被打动。,崩溃报错截图,fear,担忧,0.6,fear,担忧,0.62,fear,担忧,0.61,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈,文本情绪=担忧(0.6); 图像线索=崩溃报错截图/担忧(0.62); 融合结果=担忧(0.61); 意图=剧情评价; 风险=中
FB0206,2026-05-02 20:12:00,明日方舟,博士,2.7,剿灭委托,B站评论,维护补偿到账很快，这点好评。,剧情CG截图,anger,愤怒,0.88,anger,愤怒,0.69,anger,愤怒,0.81,福利补偿,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=愤怒(0.88); 图像线索=剧情CG截图/愤怒(0.69); 融合结果=愤怒(0.81); 意图=福利补偿; 风险=高
FB0207,2026-04-03 09:14:00,星穹铁道,开拓者,3.1,跃迁卡池,客服工单,活动商店兑换材料丰富，肝度控制得不错。,无图,fear,担忧,0.82,,,0.0,fear,担忧,0.82,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=担忧(0.82); 图像线索=无图/中性(0.0); 融合结果=担忧(0.82); 意图=活动体验; 风险=中
FB0208,2026-05-07 04:31:00,原神,旅行者,5.7,月之歌版本,NGA论坛,过场动画加载变快了，体验比上个版本好。,战斗掉帧截图,trust,信任,0.95,anger,愤怒,0.38,trust,信任,0.75,性能优化,低,是,记录样本；进入日报统计,体验问题；可正向传播,文本情绪=信任(0.95); 图像线索=战斗掉帧截图/愤怒(0.38); 融合结果=信任(0.75); 意图=性能优化; 风险=低
FB0209,2026-05-05 00:04:00,星穹铁道,开拓者,3.1,模拟宇宙更新,TapTap,希望补偿规则透明一些，哪些情况能补、补多少要提前说清楚。,战斗掉帧截图,surprise,惊讶,0.6,surprise,惊讶,0.5,surprise,惊讶,0.56,福利补偿,低,否,记录样本；进入日报统计,商业化/补偿,文本情绪=惊讶(0.6); 图像线索=战斗掉帧截图/惊讶(0.5); 融合结果=惊讶(0.56); 意图=福利补偿; 风险=低
FB0210,2026-04-18 16:08:00,明日方舟,博士,2.5,集成战略,微博超话,希望补偿规则透明一些，哪些情况能补、补多少要提前说清楚。,战斗掉帧截图,neutral,中性,0.8,neutral,中性,0.61,neutral,中性,0.73,福利补偿,低,否,记录样本；进入日报统计,商业化/补偿,文本情绪=中性(0.8); 图像线索=战斗掉帧截图/中性(0.61); 融合结果=中性(0.73); 意图=福利补偿; 风险=低
FB0211,2026-05-10 21:16:00,星穹铁道,开拓者,3.4,跃迁卡池,小红书,新角色的个人故事很细腻，配音和BGM加分，真的有被打动。,角色立绘截图,neutral,中性,0.61,joy,喜悦,0.47,neutral,中性,0.56,剧情评价,低,否,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.61); 图像线索=角色立绘截图/喜悦(0.47); 融合结果=中性(0.56); 意图=剧情评价; 风险=低
FB0212,2026-04-26 21:16:00,鸣潮,漂泊者,3.3,声骸双倍,B站评论,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,崩溃报错截图,neutral,中性,0.65,fear,担忧,0.4,neutral,中性,0.56,剧情评价,低,是,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.65); 图像线索=崩溃报错截图/担忧(0.4); 融合结果=中性(0.56); 意图=剧情评价; 风险=低
FB0213,2026-04-18 06:52:00,鸣潮,漂泊者,3.0,潮汐回响版本,TapTap,这次主线后半段演出很燃，角色的选择也有说服力，想继续追。,抽卡截图,sadness,失落,0.84,surprise,惊讶,0.87,sadness,失落,0.85,剧情评价,高,是,优先客服跟进；同步运营群；检查公告口径,内容反馈；需人工复核,文本情绪=失落(0.84); 图像线索=抽卡截图/惊讶(0.87); 融合结果=失落(0.85); 意图=剧情评价; 风险=高
FB0214,2026-04-29 16:07:00,原神,旅行者,5.7,角色祈愿,微博超话,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,战斗掉帧截图,joy,喜悦,0.76,trust,信任,0.82,trust,信任,0.78,剧情评价,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.76); 图像线索=战斗掉帧截图/信任(0.82); 融合结果=信任(0.78); 意图=剧情评价; 风险=低
FB0215,2026-04-17 08:17:00,原神,旅行者,5.8,海灯节复刻,NGA论坛,低画质下部分特效还是很糊，截图看不清角色动作。,无图,anger,愤怒,0.92,,,0.0,anger,愤怒,0.92,性能优化,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=愤怒(0.92); 图像线索=无图/担忧(0.0); 融合结果=愤怒(0.92); 意图=性能优化; 风险=严重
FB0216,2026-04-08 20:17:00,明日方舟,博士,2.7,剿灭委托,B站评论,反馈入口太深了，找客服像做隐藏任务。,剧情CG截图,sadness,失落,0.74,joy,喜悦,0.91,joy,喜悦,0.8,客服求助,低,是,记录样本；进入日报统计,可正向传播,文本情绪=失落(0.74); 图像线索=剧情CG截图/喜悦(0.91); 融合结果=喜悦(0.8); 意图=客服求助; 风险=低
FB0217,2026-04-24 10:11:00,明日方舟,博士,2.6,集成战略,客服工单,反馈入口太深了，找客服像做隐藏任务。,无图,anger,愤怒,0.81,,,0.0,anger,愤怒,0.81,客服求助,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=愤怒(0.81); 图像线索=无图/惊讶(0.0); 融合结果=愤怒(0.81); 意图=客服求助; 风险=高
FB0218,2026-04-09 22:15:00,原神,旅行者,5.7,深境挑战,TapTap,账号异常登录提醒不够明显，希望能增加二次确认。,无图,neutral,中性,0.68,,,0.0,neutral,中性,0.68,客服求助,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.68); 图像线索=无图/担忧(0.0); 融合结果=中性(0.68); 意图=客服求助; 风险=低
FB0219,2026-05-01 23:58:00,星穹铁道,开拓者,3.2,跃迁卡池,游戏内问卷,这次事故影响挺大，只给常规补偿感觉不太够。,公告截图,surprise,惊讶,0.85,sadness,失落,0.67,surprise,惊讶,0.79,福利补偿,低,是,记录样本；进入日报统计,商业化/补偿,文本情绪=惊讶(0.85); 图像线索=公告截图/失落(0.67); 融合结果=惊讶(0.79); 意图=福利补偿; 风险=低
FB0220,2026-04-09 01:03:00,星穹铁道,开拓者,3.4,跃迁卡池,B站评论,直播承诺和实装差距太大，这种落差很伤信任。,活动奖励截图,anger,愤怒,0.66,anger,愤怒,0.87,anger,愤怒,0.73,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.66); 图像线索=活动奖励截图/愤怒(0.87); 融合结果=愤怒(0.73); 意图=舆情投诉; 风险=严重
FB0221,2026-04-03 05:09:00,鸣潮,漂泊者,3.2,共鸣者唤取,B站评论,这次礼包性价比还可以，但希望别把关键养成材料拆太碎。,抽卡截图,joy,喜悦,0.93,neutral,中性,0.9,neutral,中性,0.92,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=喜悦(0.93); 图像线索=抽卡截图/中性(0.9); 融合结果=中性(0.92); 意图=抽卡/付费; 风险=高
FB0222,2026-04-13 00:10:00,星穹铁道,开拓者,3.3,同行任务,游戏内问卷,美术、音乐和角色塑造都在线，适合喜欢剧情向二游的玩家。,活动奖励截图,trust,信任,0.75,sadness,失落,0.75,sadness,失落,0.75,正向安利,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=信任(0.75); 图像线索=活动奖励截图/失落(0.75); 融合结果=失落(0.75); 意图=正向安利; 风险=中
FB0223,2026-04-12 05:11:00,鸣潮,漂泊者,3.2,海蚀遗迹活动,小红书,新活动氛围很好，截图随便拍都能当壁纸。,崩溃报错截图,trust,信任,0.94,joy,喜悦,0.45,trust,信任,0.77,正向安利,低,否,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.94); 图像线索=崩溃报错截图/喜悦(0.45); 融合结果=信任(0.77); 意图=正向安利; 风险=低
FB0224,2026-04-08 00:15:00,鸣潮,漂泊者,3.0,海蚀遗迹活动,游戏内问卷,美术、音乐和角色塑造都在线，适合喜欢剧情向二游的玩家。,抽卡截图,joy,喜悦,0.7,neutral,中性,0.6,neutral,中性,0.66,正向安利,低,是,记录样本；进入日报统计,常规反馈,文本情绪=喜悦(0.7); 图像线索=抽卡截图/中性(0.6); 融合结果=中性(0.66); 意图=正向安利; 风险=低
FB0225,2026-04-05 11:24:00,鸣潮,漂泊者,2.6,声骸双倍,B站评论,新角色的个人故事很细腻，配音和BGM加分，真的有被打动。,战斗掉帧截图,sadness,失落,0.74,disgust,反感,0.85,disgust,反感,0.78,剧情评价,高,是,优先客服跟进；同步运营群；检查公告口径,内容反馈；需人工复核,文本情绪=失落(0.74); 图像线索=战斗掉帧截图/反感(0.85); 融合结果=反感(0.78); 意图=剧情评价; 风险=高
FB0226,2026-05-09 21:04:00,星穹铁道,开拓者,3.2,活动商店,TapTap,文案里专有名词太密集，新玩家看得有点懵。,无图,neutral,中性,0.59,,,0.0,neutral,中性,0.59,剧情评价,低,否,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.59); 图像线索=无图/中性(0.0); 融合结果=中性(0.59); 意图=剧情评价; 风险=低
FB0227,2026-04-07 18:35:00,原神,旅行者,6.0,海灯节复刻,TapTap,新角色的个人故事很细腻，配音和BGM加分，真的有被打动。,公告截图,trust,信任,0.95,disgust,反感,0.75,trust,信任,0.88,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈；可正向传播,文本情绪=信任(0.95); 图像线索=公告截图/反感(0.75); 融合结果=信任(0.88); 意图=剧情评价; 风险=中
FB0228,2026-04-29 15:13:00,星穹铁道,开拓者,3.1,跃迁卡池,微博超话,攒了两个月终于抽到本命，角色演出太值了。,角色立绘截图,surprise,惊讶,0.74,surprise,惊讶,0.49,surprise,惊讶,0.65,抽卡/付费,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿,文本情绪=惊讶(0.74); 图像线索=角色立绘截图/惊讶(0.49); 融合结果=惊讶(0.65); 意图=抽卡/付费; 风险=中
FB0229,2026-04-01 16:27:00,原神,旅行者,5.6,海灯节复刻,游戏内问卷,低画质下部分特效还是很糊，截图看不清角色动作。,活动奖励截图,anger,愤怒,0.89,anger,愤怒,0.36,anger,愤怒,0.7,性能优化,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=愤怒(0.89); 图像线索=活动奖励截图/愤怒(0.36); 融合结果=愤怒(0.7); 意图=性能优化; 风险=高
FB0230,2026-05-05 07:30:00,鸣潮,漂泊者,2.6,海蚀遗迹活动,小红书,新角色人设太戳我了，战斗动作和待机语音都很有记忆点。,抽卡截图,joy,喜悦,0.83,trust,信任,0.46,joy,喜悦,0.7,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.83); 图像线索=抽卡截图/信任(0.46); 融合结果=喜悦(0.7); 意图=角色厨力; 风险=低
FB0231,2026-05-11 01:16:00,明日方舟,博士,2.6,危机合约轮换,QQ群,攒了两个月终于抽到本命，角色演出太值了。,无图,anger,愤怒,0.68,,,0.0,anger,愤怒,0.68,抽卡/付费,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,商业化/补偿；需人工复核,文本情绪=愤怒(0.68); 图像线索=无图/失落(0.0); 融合结果=愤怒(0.68); 意图=抽卡/付费; 风险=严重
FB0232,2026-04-06 13:53:00,原神,旅行者,6.0,深境挑战,NGA论坛,新角色的个人故事很细腻，配音和BGM加分，真的有被打动。,活动奖励截图,sadness,失落,0.78,fear,担忧,0.62,sadness,失落,0.72,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈,文本情绪=失落(0.78); 图像线索=活动奖励截图/担忧(0.62); 融合结果=失落(0.72); 意图=剧情评价; 风险=中
FB0233,2026-05-09 16:11:00,原神,旅行者,5.7,深境挑战,微博超话,PC端帧数稳定了不少，但手机端发热还是明显。,剧情CG截图,trust,信任,0.64,sadness,失落,0.37,trust,信任,0.55,性能优化,低,是,记录样本；进入日报统计,体验问题；可正向传播,文本情绪=信任(0.64); 图像线索=剧情CG截图/失落(0.37); 融合结果=信任(0.55); 意图=性能优化; 风险=低
FB0234,2026-04-07 02:05:00,星穹铁道,开拓者,3.3,活动商店,游戏内问卷,活动商店兑换材料丰富，肝度控制得不错。,公告截图,sadness,失落,0.73,disgust,反感,0.87,disgust,反感,0.78,活动体验,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=失落(0.73); 图像线索=公告截图/反感(0.87); 融合结果=反感(0.78); 意图=活动体验; 风险=高
FB0235,2026-04-14 00:36:00,原神,旅行者,6.0,月之歌版本,TapTap,客服和社区运营这次处理得很稳，值得夸。,抽卡截图,trust,信任,0.87,anger,愤怒,0.8,anger,愤怒,0.85,正向安利,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=信任(0.87); 图像线索=抽卡截图/愤怒(0.8); 融合结果=愤怒(0.85); 意图=正向安利; 风险=严重
FB0236,2026-04-16 01:17:00,星穹铁道,开拓者,3.4,版本前瞻,B站评论,角色台词有几句重复触发太频繁，听久了有点出戏。,崩溃报错截图,joy,喜悦,0.81,joy,喜悦,0.86,joy,喜悦,0.83,角色厨力,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈；可正向传播,文本情绪=喜悦(0.81); 图像线索=崩溃报错截图/喜悦(0.86); 融合结果=喜悦(0.83); 意图=角色厨力; 风险=中
FB0237,2026-04-30 04:52:00,鸣潮,漂泊者,3.2,声骸双倍,B站评论,任务指引把我带到空气墙后面了，找了半小时都没触发。,活动奖励截图,sadness,失落,0.7,anger,愤怒,0.9,anger,愤怒,0.77,BUG反馈,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=失落(0.7); 图像线索=活动奖励截图/愤怒(0.9); 融合结果=愤怒(0.77); 意图=BUG反馈; 风险=严重
FB0238,2026-05-06 22:38:00,鸣潮,漂泊者,3.2,海蚀遗迹活动,小红书,这次礼包性价比还可以，但希望别把关键养成材料拆太碎。,剧情CG截图,joy,喜悦,0.65,trust,信任,0.77,trust,信任,0.69,抽卡/付费,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿；可正向传播,文本情绪=喜悦(0.65); 图像线索=剧情CG截图/信任(0.77); 融合结果=信任(0.69); 意图=抽卡/付费; 风险=中
FB0239,2026-04-12 22:49:00,原神,旅行者,5.8,月之歌版本,客服工单,角色调整没有提前沟通，老玩家会觉得被背刺。,无图,neutral,中性,0.91,,,0.0,neutral,中性,0.91,舆情投诉,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=中性(0.91); 图像线索=无图/失落(0.0); 融合结果=中性(0.91); 意图=舆情投诉; 风险=高
FB0240,2026-04-05 16:58:00,鸣潮,漂泊者,2.6,共鸣者唤取,QQ群,活动小游戏挺有创意，但每日任务重复度太高。,公告截图,sadness,失落,0.66,trust,信任,0.71,sadness,失落,0.68,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.66); 图像线索=公告截图/信任(0.71); 融合结果=失落(0.68); 意图=活动体验; 风险=中
